Date,Open,High,Low,Close,Adj Close,Volume
2023-09-15 11:05:00-04:00,15243.4736328125,15252.7861328125,15241.734375,15252.3212890625,15252.3212890625,10581991
2023-09-15 11:10:00-04:00,15251.642578125,15260.953125,15245.1767578125,15245.1767578125,15245.1767578125,9648518
2023-09-15 11:15:00-04:00,15244.5986328125,15248.701171875,15240.2861328125,15244.0166015625,15244.0166015625,8002814
2023-09-15 11:20:00-04:00,15233.478515625,15241.3486328125,15229.5595703125,15236.341796875,15236.341796875,10001230
2023-09-15 11:25:00-04:00,15236.150390625,15244.0751953125,15229.970703125,15243.2822265625,15243.2822265625,8250103
2023-09-15 11:30:00-04:00,15242.3505859375,15250.19921875,15232.978515625,15232.978515625,15232.978515625,8397170
2023-09-15 11:35:00-04:00,15232.619140625,15239.0546875,15227.7890625,15232.8095703125,15232.8095703125,8014121
2023-09-15 11:40:00-04:00,15232.671875,15254.6416015625,15232.31640625,15252.2568359375,15252.2568359375,7205453
2023-09-15 11:45:00-04:00,15249.076171875,15256.9736328125,15242.736328125,15255.6044921875,15255.6044921875,6980161
2023-09-15 11:50:00-04:00,15255.9072265625,15257.697265625,15240.580078125,15242.2666015625,15242.2666015625,8427329
2023-09-15 11:55:00-04:00,15241.5537109375,15246.7919921875,15229.0244140625,15244.6806640625,15244.6806640625,8356582
2023-09-15 12:00:00-04:00,15245.935546875,15257.060546875,15245.935546875,15257.060546875,15257.060546875,7866614
2023-09-15 12:05:00-04:00,15257.173828125,15259.5087890625,15253.1806640625,15253.658203125,15253.658203125,5378817
2023-09-15 12:10:00-04:00,15254.7783203125,15259.48046875,15241.1923828125,15251.283203125,15251.283203125,7881388
2023-09-15 12:15:00-04:00,15250.9130859375,15251.1552734375,15239.9970703125,15249.6357421875,15249.6357421875,5186012
2023-09-15 12:20:00-04:00,15249.7822265625,15256.2197265625,15246.62109375,15254.767578125,15254.767578125,4830311
2023-09-15 12:25:00-04:00,15254.6484375,15257.23828125,15246.5078125,15248.3310546875,15248.3310546875,7814009
2023-09-15 12:30:00-04:00,15248.541015625,15263.1357421875,15245.4619140625,15263.1357421875,15263.1357421875,7348982
2023-09-15 12:35:00-04:00,15263.37890625,15270.3046875,15256.9072265625,15269.24609375,15269.24609375,7507359
2023-09-15 12:40:00-04:00,15268.001953125,15273.634765625,15264.3837890625,15268.0859375,15268.0859375,8020870
2023-09-15 12:45:00-04:00,15267.3125,15269.462890625,15260.6875,15269.462890625,15269.462890625,5402349
2023-09-15 12:50:00-04:00,15269.6083984375,15276.5439453125,15269.37109375,15274.5546875,15274.5546875,5723131
2023-09-15 12:55:00-04:00,15274.3466796875,15274.3466796875,15264.54296875,15272.5029296875,15272.5029296875,5230647
2023-09-15 13:00:00-04:00,15272.6083984375,15273.6181640625,15253.4755859375,15253.4755859375,15253.4755859375,6221149
2023-09-15 13:05:00-04:00,15253.146484375,15253.146484375,15239.2138671875,15239.4873046875,15239.4873046875,11070294
2023-09-15 13:10:00-04:00,15239.5419921875,15242.0576171875,15226.3408203125,15230.2080078125,15230.2080078125,7888217
2023-09-15 13:15:00-04:00,15230.029296875,15230.9228515625,15213.2744140625,15213.2744140625,15213.2744140625,7093915
2023-09-15 13:20:00-04:00,15213.1162109375,15213.1162109375,15195.859375,15196.81640625,15196.81640625,8054564
2023-09-15 13:25:00-04:00,15197.1123046875,15198.7646484375,15194.03125,15194.5,15194.5,5498221
2023-09-15 13:30:00-04:00,15195.205078125,15196.013671875,15178.9697265625,15193.1875,15193.1875,10057217
2023-09-15 13:35:00-04:00,15192.8720703125,15201.5517578125,15191.25,15201.5517578125,15201.5517578125,5408863
2023-09-15 13:40:00-04:00,15202.330078125,15211.9365234375,15196.693359375,15209.5859375,15209.5859375,7732066
2023-09-15 13:45:00-04:00,15208.3525390625,15210.5791015625,15203.5693359375,15207.4775390625,15207.4775390625,5203334
2023-09-15 13:50:00-04:00,15207.052734375,15209.466796875,15200.685546875,15206.072265625,15206.072265625,6489004
2023-09-15 13:55:00-04:00,15205.9833984375,15207.064453125,15202.345703125,15206.775390625,15206.775390625,6072391
2023-09-15 14:00:00-04:00,15206.708984375,15206.708984375,15195.1484375,15200.57421875,15200.57421875,8134168
2023-09-15 14:05:00-04:00,15200.6416015625,15206.7724609375,15194.0556640625,15195.43359375,15195.43359375,8333549
2023-09-15 14:10:00-04:00,15192.1767578125,15202.263671875,15191.4033203125,15191.7216796875,15191.7216796875,6762958
2023-09-15 14:15:00-04:00,15190.470703125,15196.0732421875,15184.4306640625,15189.5205078125,15189.5205078125,8032035
2023-09-15 14:20:00-04:00,15189.0478515625,15190.1552734375,15178.15234375,15178.7158203125,15178.7158203125,7105541
2023-09-15 14:25:00-04:00,15177.701171875,15184.9716796875,15176.4033203125,15179.5224609375,15179.5224609375,8560762
2023-09-15 14:30:00-04:00,15179.1064453125,15184.611328125,15174.830078125,15184.09765625,15184.09765625,8978267
2023-09-15 14:35:00-04:00,15184.375,15195.7861328125,15183.6103515625,15193.0126953125,15193.0126953125,8218064
2023-09-15 14:40:00-04:00,15193.470703125,15195.28125,15187.591796875,15191.2099609375,15191.2099609375,8077312
2023-09-15 14:45:00-04:00,15190.986328125,15197.98046875,15187.5771484375,15197.9619140625,15197.9619140625,7109637
2023-09-15 14:50:00-04:00,15198.4609375,15198.982421875,15173.708984375,15176.0615234375,15176.0615234375,8604364
2023-09-15 14:55:00-04:00,15176.271484375,15189.2119140625,15174.16796875,15188.9306640625,15188.9306640625,8230754
2023-09-15 15:00:00-04:00,15187.73046875,15187.73046875,15173.8994140625,15178.6337890625,15178.6337890625,9140928
2023-09-15 15:05:00-04:00,15178.5595703125,15184.3935546875,15174.279296875,15182.326171875,15182.326171875,8887418
2023-09-15 15:10:00-04:00,15182.12109375,15194.65625,15181.7890625,15194.65625,15194.65625,7801179
2023-09-15 15:15:00-04:00,15194.5927734375,15205.4326171875,15194.2607421875,15205.1240234375,15205.1240234375,8385829
2023-09-15 15:20:00-04:00,15204.576171875,15205.1328125,15196.853515625,15197.5888671875,15197.5888671875,9552654
2023-09-15 15:25:00-04:00,15197.5419921875,15211.7236328125,15196.3232421875,15209.58203125,15209.58203125,10195632
2023-09-15 15:30:00-04:00,15210.7119140625,15221.20703125,15206.193359375,15208.2470703125,15208.2470703125,13623392
2023-09-15 15:35:00-04:00,15208.708984375,15211.21875,15192.3955078125,15196.00390625,15196.00390625,12677562
2023-09-15 15:40:00-04:00,15195.49609375,15200.4482421875,15191.689453125,15191.83984375,15191.83984375,15734999
2023-09-15 15:45:00-04:00,15190.9052734375,15203.685546875,15189.12890625,15195.0009765625,15195.0009765625,15254790
2023-09-15 15:50:00-04:00,15186.7568359375,15207.6845703125,15186.7568359375,15195.2744140625,15195.2744140625,33494159
2023-09-15 15:55:00-04:00,15197.48828125,15210.017578125,15197.3232421875,15202.7294921875,15202.7294921875,40082590
2023-09-18 09:30:00-04:00,15155.4609375,15213.416015625,15155.4609375,15213.416015625,15213.416015625,0
2023-09-18 09:35:00-04:00,15220.7412109375,15238.6064453125,15217.3544921875,15217.3544921875,15217.3544921875,20093959
2023-09-18 09:40:00-04:00,15216.7255859375,15225.689453125,15191.7216796875,15207.1796875,15207.1796875,18365521
2023-09-18 09:45:00-04:00,15204.2109375,15216.46484375,15182.2255859375,15216.46484375,15216.46484375,18699671
2023-09-18 09:50:00-04:00,15217.83203125,15237.3193359375,15217.83203125,15223.19140625,15223.19140625,16330869
2023-09-18 09:55:00-04:00,15219.9658203125,15225.58203125,15214.8642578125,15220.0986328125,15220.0986328125,12669304
2023-09-18 10:00:00-04:00,15218.7958984375,15226.1015625,15208.755859375,15217.232421875,15217.232421875,12377318
2023-09-18 10:05:00-04:00,15213.052734375,15223.32421875,15200.81640625,15223.32421875,15223.32421875,11946206
2023-09-18 10:10:00-04:00,15227.1689453125,15245.390625,15223.7451171875,15233.2392578125,15233.2392578125,11726514
2023-09-18 10:15:00-04:00,15230.681640625,15248.376953125,15230.681640625,15241.5830078125,15241.5830078125,9805920
2023-09-18 10:20:00-04:00,15240.33984375,15249.5263671875,15225.919921875,15229.935546875,15229.935546875,10057949
2023-09-18 10:25:00-04:00,15234.435546875,15237.576171875,15218.279296875,15220.822265625,15220.822265625,9112505
2023-09-18 10:30:00-04:00,15218.4921875,15223.326171875,15204.4033203125,15207.4169921875,15207.4169921875,10454361
2023-09-18 10:35:00-04:00,15208.4345703125,15218.5029296875,15181.2138671875,15189.1513671875,15189.1513671875,10565746
2023-09-18 10:40:00-04:00,15189.1201171875,15197.6748046875,15181.11328125,15193.234375,15193.234375,7624526
2023-09-18 10:45:00-04:00,15194.033203125,15201.833984375,15194.033203125,15199.1591796875,15199.1591796875,8085996
2023-09-18 10:50:00-04:00,15198.44140625,15198.5419921875,15179.28515625,15190.083984375,15190.083984375,8709486
2023-09-18 10:55:00-04:00,15192.2763671875,15214.8447265625,15190.580078125,15209.8359375,15209.8359375,8842592
2023-09-18 11:00:00-04:00,15210.27734375,15223.9609375,15210.27734375,15219.1337890625,15219.1337890625,7822088
2023-09-18 11:05:00-04:00,15219.7490234375,15223.8291015625,15208.5224609375,15209.400390625,15209.400390625,0
2023-09-18 11:10:00-04:00,15208.447265625,15212.3466796875,15201.501953125,15212.3466796875,15212.3466796875,272456504
2023-09-18 11:15:00-04:00,15212.6025390625,15229.5615234375,15211.580078125,15226.4619140625,15226.4619140625,6660358
2023-09-18 11:20:00-04:00,15226.826171875,15229.515625,15220.830078125,15229.515625,15229.515625,7285113
2023-09-18 11:25:00-04:00,15229.8291015625,15233.640625,15227.4287109375,15230.623046875,15230.623046875,5984474
2023-09-18 11:30:00-04:00,15232.2548828125,15251.92578125,15231.5400390625,15246.1552734375,15246.1552734375,7740749
2023-09-18 11:35:00-04:00,15246.751953125,15248.2822265625,15236.466796875,15238.8173828125,15238.8173828125,6416594
2023-09-18 11:40:00-04:00,15238.1123046875,15253.7470703125,15238.1123046875,15249.318359375,15249.318359375,6543397
2023-09-18 11:45:00-04:00,15249.39453125,15252.9931640625,15243.7158203125,15247.4736328125,15247.4736328125,6008037
2023-09-18 11:50:00-04:00,15247.390625,15256.630859375,15246.73828125,15255.4130859375,15255.4130859375,6049727
2023-09-18 11:55:00-04:00,15256.2021484375,15260.8466796875,15254.052734375,15255.7509765625,15255.7509765625,5761314
2023-09-18 12:00:00-04:00,15257.0859375,15260.291015625,15253.8583984375,15256.373046875,15256.373046875,5611788
2023-09-18 12:05:00-04:00,15256.498046875,15256.498046875,15244.8955078125,15245.5537109375,15245.5537109375,5279938
2023-09-18 12:10:00-04:00,15245.4072265625,15245.4072265625,15239.501953125,15242.6787109375,15242.6787109375,5205680
2023-09-18 12:15:00-04:00,15242.80078125,15252.1328125,15239.0927734375,15252.1328125,15252.1328125,5990134
2023-09-18 12:20:00-04:00,15252.53515625,15258.0966796875,15249.8232421875,15252.8916015625,15252.8916015625,4978555
2023-09-18 12:25:00-04:00,15253.134765625,15264.55859375,15252.7900390625,15260.7734375,15260.7734375,5386695
2023-09-18 12:30:00-04:00,15261.83203125,15268.8447265625,15259.9560546875,15262.482421875,15262.482421875,5511879
2023-09-18 12:35:00-04:00,15262.40234375,15264.16015625,15260.3251953125,15261.45703125,15261.45703125,5125719
2023-09-18 12:40:00-04:00,15261.9462890625,15266.091796875,15258.54296875,15258.548828125,15258.548828125,5695813
2023-09-18 12:45:00-04:00,15258.7841796875,15264.2529296875,15256.58203125,15264.0703125,15264.0703125,4753478
2023-09-18 12:50:00-04:00,15264.599609375,15264.9677734375,15253.9580078125,15253.9580078125,15253.9580078125,4675370
2023-09-18 12:55:00-04:00,15253.4365234375,15254.740234375,15246.09375,15246.6337890625,15246.6337890625,5269065
2023-09-18 13:00:00-04:00,15246.8251953125,15258.66015625,15246.8251953125,15249.58984375,15249.58984375,5643759
2023-09-18 13:05:00-04:00,15249.7119140625,15251.0830078125,15241.625,15242.2177734375,15242.2177734375,6243723
2023-09-18 13:10:00-04:00,15242.2333984375,15245.3017578125,15240.3154296875,15244.52734375,15244.52734375,4511624
2023-09-18 13:15:00-04:00,15244.1904296875,15245.5859375,15236.7109375,15242.970703125,15242.970703125,4981683
2023-09-18 13:20:00-04:00,15242.3154296875,15255.107421875,15242.3154296875,15254.8583984375,15254.8583984375,6102237
2023-09-18 13:25:00-04:00,15255.615234375,15261.373046875,15252.033203125,15252.779296875,15252.779296875,4421958
2023-09-18 13:30:00-04:00,15254.0703125,15262.1640625,15253.185546875,15262.1640625,15262.1640625,4098340
2023-09-18 13:35:00-04:00,15262.822265625,15264.65234375,15256.671875,15256.671875,15256.671875,5320838
2023-09-18 13:40:00-04:00,15256.4150390625,15256.4150390625,15249.3369140625,15249.4833984375,15249.4833984375,4458091
2023-09-18 13:45:00-04:00,15249.9892578125,15254.076171875,15247.5703125,15252.61328125,15252.61328125,4635596
2023-09-18 13:50:00-04:00,15252.4560546875,15257.7626953125,15243.439453125,15243.9326171875,15243.9326171875,4305438
2023-09-18 13:55:00-04:00,15244.2509765625,15249.3125,15244.2509765625,15246.0009765625,15246.0009765625,4079131
2023-09-18 14:00:00-04:00,15245.740234375,15255.75,15245.740234375,15252.9931640625,15252.9931640625,4691970
2023-09-18 14:05:00-04:00,15252.9677734375,15255.638671875,15249.0595703125,15251.8154296875,15251.8154296875,4528779
2023-09-18 14:10:00-04:00,15252.1650390625,15252.9423828125,15246.8818359375,15252.9423828125,15252.9423828125,4455286
2023-09-18 14:15:00-04:00,15253.6396484375,15258.3681640625,15248.099609375,15248.8115234375,15248.8115234375,3857486
2023-09-18 14:20:00-04:00,15248.7705078125,15250.6806640625,15245.138671875,15245.3955078125,15245.3955078125,4247802
2023-09-18 14:25:00-04:00,15245.5283203125,15246.2216796875,15239.0517578125,15240.8115234375,15240.8115234375,4570037
2023-09-18 14:30:00-04:00,15240.4765625,15247.3974609375,15238.697265625,15246.7548828125,15246.7548828125,5414160
2023-09-18 14:35:00-04:00,15246.7548828125,15250.4951171875,15241.6904296875,15241.6904296875,15241.6904296875,5377615
2023-09-18 14:40:00-04:00,15241.2314453125,15241.7666015625,15237.1611328125,15239.42578125,15239.42578125,4155749
2023-09-18 14:45:00-04:00,15239.4873046875,15240.833984375,15232.2431640625,15232.3427734375,15232.3427734375,6192941
2023-09-18 14:50:00-04:00,15232.5009765625,15232.609375,15197.7734375,15199.9619140625,15199.9619140625,6465201
2023-09-18 14:55:00-04:00,15200.3828125,15208.6943359375,15195.208984375,15207.16015625,15207.16015625,8481931
2023-09-18 15:00:00-04:00,15206.7138671875,15208.337890625,15202.8037109375,15208.337890625,15208.337890625,6752660
2023-09-18 15:05:00-04:00,15208.7919921875,15217.546875,15206.896484375,15215.3857421875,15215.3857421875,6495315
2023-09-18 15:10:00-04:00,15215.5029296875,15217.525390625,15211.3857421875,15215.7685546875,15215.7685546875,5120902
2023-09-18 15:15:00-04:00,15217.9560546875,15220.953125,15213.2763671875,15215.763671875,15215.763671875,6315256
2023-09-18 15:20:00-04:00,15215.7421875,15215.7421875,15202.46875,15202.9609375,15202.9609375,7293030
2023-09-18 15:25:00-04:00,15203.13671875,15215.1904296875,15203.13671875,15215.171875,15215.171875,6078603
2023-09-18 15:30:00-04:00,15215.037109375,15215.037109375,15202.0634765625,15202.220703125,15202.220703125,7263467
2023-09-18 15:35:00-04:00,15202.3408203125,15204.79296875,15198.8935546875,15199.052734375,15199.052734375,7710280
2023-09-18 15:40:00-04:00,15199.185546875,15209.4365234375,15198.462890625,15201.4697265625,15201.4697265625,8779113
2023-09-18 15:45:00-04:00,15202.1572265625,15211.3642578125,15201.0322265625,15205.603515625,15205.603515625,10905021
2023-09-18 15:50:00-04:00,15209.7626953125,15213.06640625,15204.20703125,15209.38671875,15209.38671875,14516371
2023-09-18 15:55:00-04:00,15211.7177734375,15226.4150390625,15211.2138671875,15225.9560546875,15225.9560546875,32357693
2023-09-19 09:30:00-04:00,15156.7119140625,15169.0771484375,15141.4384765625,15167.8076171875,15167.8076171875,0
2023-09-19 09:35:00-04:00,15164.7060546875,15175.103515625,15159.154296875,15165.0390625,15165.0390625,15185374
2023-09-19 09:40:00-04:00,15163.015625,15188.390625,15161.310546875,15170.373046875,15170.373046875,14182111
2023-09-19 09:45:00-04:00,15171.28125,15181.54296875,15156.8359375,15160.3447265625,15160.3447265625,14350622
2023-09-19 09:50:00-04:00,15160.7841796875,15160.7841796875,15133.595703125,15140.70703125,15140.70703125,15371276
2023-09-19 09:55:00-04:00,15141.810546875,15141.8330078125,15121.4306640625,15121.4306640625,15121.4306640625,13388773
2023-09-19 10:00:00-04:00,15124.4453125,15124.4453125,15093.7294921875,15096.4404296875,15096.4404296875,13571801
2023-09-19 10:05:00-04:00,15096.0849609375,15106.1171875,15096.0849609375,15100.6591796875,15100.6591796875,11669265
2023-09-19 10:10:00-04:00,15100.8310546875,15109.15234375,15100.8310546875,15103.2294921875,15103.2294921875,11255570
2023-09-19 10:15:00-04:00,15106.4443359375,15124.6376953125,15099.1044921875,15122.8623046875,15122.8623046875,11802286
2023-09-19 10:20:00-04:00,15122.740234375,15127.4990234375,15117.8955078125,15126.6455078125,15126.6455078125,10297850
2023-09-19 10:25:00-04:00,15126.796875,15131.2177734375,15109.8544921875,15117.2138671875,15117.2138671875,12007885
2023-09-19 10:30:00-04:00,15113.57421875,15116.9296875,15098.84375,15099.134765625,15099.134765625,8217102
2023-09-19 10:35:00-04:00,15099.38671875,15102.490234375,15075.8662109375,15076.78125,15076.78125,11042474
2023-09-19 10:40:00-04:00,15074.3076171875,15084.3095703125,15069.4150390625,15082.52734375,15082.52734375,8157086
2023-09-19 10:45:00-04:00,15083.060546875,15090.7919921875,15081.796875,15083.7578125,15083.7578125,8739630
2023-09-19 10:50:00-04:00,15083.49609375,15083.5244140625,15071.130859375,15077.0869140625,15077.0869140625,8693328
2023-09-19 10:55:00-04:00,15077.6181640625,15079.5419921875,15070.6142578125,15072.3662109375,15072.3662109375,7814796
2023-09-19 11:00:00-04:00,15071.1201171875,15084.9892578125,15071.1201171875,15082.099609375,15082.099609375,8437279
2023-09-19 11:05:00-04:00,15081.7158203125,15088.6357421875,15079.62109375,15088.6357421875,15088.6357421875,7644956
2023-09-19 11:10:00-04:00,15088.75,15091.123046875,15084.33984375,15091.123046875,15091.123046875,7018467
2023-09-19 11:15:00-04:00,15091.728515625,15093.662109375,15080.2529296875,15085.55078125,15085.55078125,7458909
2023-09-19 11:20:00-04:00,15085.3984375,15089.7431640625,15082.283203125,15083.7333984375,15083.7333984375,5440405
2023-09-19 11:25:00-04:00,15083.853515625,15097.94140625,15083.853515625,15097.94140625,15097.94140625,6961388
2023-09-19 11:30:00-04:00,15096.6552734375,15107.6689453125,15093.1259765625,15106.6875,15106.6875,6808147
2023-09-19 11:35:00-04:00,15106.6630859375,15110.818359375,15102.9140625,15108.1513671875,15108.1513671875,6036487
2023-09-19 11:40:00-04:00,15108.2275390625,15109.779296875,15096.69140625,15096.69140625,15096.69140625,5867454
2023-09-19 11:45:00-04:00,15097.8935546875,15099.84765625,15091.07421875,15095.9775390625,15095.9775390625,5030564
2023-09-19 11:50:00-04:00,15094.8603515625,15097.5244140625,15087.2626953125,15092.1591796875,15092.1591796875,6228942
2023-09-19 11:55:00-04:00,15092.7939453125,15107.982421875,15090.5126953125,15107.5068359375,15107.5068359375,5591403
2023-09-19 12:00:00-04:00,15107.3701171875,15107.3701171875,15089.5068359375,15089.6455078125,15089.6455078125,9261155
2023-09-19 12:05:00-04:00,15089.7177734375,15090.8994140625,15079.767578125,15086.8818359375,15086.8818359375,7211032
2023-09-19 12:10:00-04:00,15087.0302734375,15099.5517578125,15085.931640625,15098.625,15098.625,5489406
2023-09-19 12:15:00-04:00,15098.54296875,15106.9326171875,15097.9931640625,15106.669921875,15106.669921875,6635476
2023-09-19 12:20:00-04:00,15106.6982421875,15106.7734375,15100.4482421875,15100.603515625,15100.603515625,4403440
2023-09-19 12:25:00-04:00,15100.5341796875,15106.5322265625,15100.5341796875,15101.5,15101.5,4125586
2023-09-19 12:30:00-04:00,15101.5224609375,15102.9931640625,15098.2802734375,15098.9228515625,15098.9228515625,4992021
2023-09-19 12:35:00-04:00,15098.7841796875,15100.416015625,15090.1484375,15090.1484375,15090.1484375,4881412
2023-09-19 12:40:00-04:00,15089.607421875,15099.666015625,15089.2509765625,15093.6611328125,15093.6611328125,5436772
2023-09-19 12:45:00-04:00,15093.3017578125,15095.646484375,15082.1591796875,15089.7900390625,15089.7900390625,5530141
2023-09-19 12:50:00-04:00,15090.6328125,15107.34375,15090.6328125,15106.80859375,15106.80859375,5047645
2023-09-19 12:55:00-04:00,15106.7646484375,15119.4736328125,15106.1884765625,15117.9267578125,15117.9267578125,5827636
2023-09-19 13:00:00-04:00,15118.1376953125,15132.0009765625,15116.296875,15132.0009765625,15132.0009765625,6413757
2023-09-19 13:05:00-04:00,15132.0673828125,15137.1259765625,15129.921875,15137.1259765625,15137.1259765625,6249566
2023-09-19 13:10:00-04:00,15136.6845703125,15141.197265625,15135.0693359375,15138.462890625,15138.462890625,5242495
2023-09-19 13:15:00-04:00,15138.009765625,15149.30078125,15136.400390625,15147.126953125,15147.126953125,6526316
2023-09-19 13:20:00-04:00,15147.3330078125,15151.10546875,15144.224609375,15144.4580078125,15144.4580078125,4679938
2023-09-19 13:25:00-04:00,15144.7646484375,15145.357421875,15135.4189453125,15137.2109375,15137.2109375,5122046
2023-09-19 13:30:00-04:00,15138.21875,15154.9716796875,15138.21875,15151.1923828125,15151.1923828125,5288324
2023-09-19 13:35:00-04:00,15151.162109375,15157.134765625,15149.56640625,15155.79296875,15155.79296875,4468911
2023-09-19 13:40:00-04:00,15156.2392578125,15160.9921875,15154.2685546875,15160.71484375,15160.71484375,4900888
2023-09-19 13:45:00-04:00,15160.8173828125,15189.1708984375,15160.8173828125,15186.193359375,15186.193359375,8457059
2023-09-19 13:50:00-04:00,15186.142578125,15190.935546875,15178.962890625,15190.796875,15190.796875,5893879
2023-09-19 13:55:00-04:00,15190.53125,15190.7451171875,15184.623046875,15187.048828125,15187.048828125,5589303
2023-09-19 14:00:00-04:00,15187.7275390625,15195.38671875,15184.1728515625,15190.396484375,15190.396484375,6130582
2023-09-19 14:05:00-04:00,15190.5048828125,15190.888671875,15183.91015625,15183.91015625,15183.91015625,5210414
2023-09-19 14:10:00-04:00,15184.3154296875,15188.0029296875,15180.8056640625,15182.0009765625,15182.0009765625,5945367
2023-09-19 14:15:00-04:00,15181.505859375,15188.3125,15176.50390625,15188.3125,15188.3125,4833238
2023-09-19 14:20:00-04:00,15188.1025390625,15191.873046875,15184.8408203125,15185.21484375,15185.21484375,5428346
2023-09-19 14:25:00-04:00,15184.875,15189.7626953125,15178.1728515625,15178.1728515625,15178.1728515625,5465292
2023-09-19 14:30:00-04:00,15177.8984375,15191.271484375,15177.8984375,15191.271484375,15191.271484375,5534372
2023-09-19 14:35:00-04:00,15200.4423828125,15219.60546875,15199.9560546875,15212.494140625,15212.494140625,9389513
2023-09-19 14:40:00-04:00,15212.548828125,15216.0517578125,15207.9052734375,15208.3134765625,15208.3134765625,4798523
2023-09-19 14:45:00-04:00,15208.0771484375,15208.908203125,15193.2109375,15196.408203125,15196.408203125,5999319
2023-09-19 14:50:00-04:00,15196.349609375,15197.4912109375,15180.38671875,15185.447265625,15185.447265625,6202846
2023-09-19 14:55:00-04:00,15185.490234375,15186.173828125,15167.9052734375,15169.3564453125,15169.3564453125,5563228
2023-09-19 15:00:00-04:00,15166.3896484375,15173.4970703125,15161.4140625,15170.2080078125,15170.2080078125,7242042
2023-09-19 15:05:00-04:00,15170.1064453125,15172.28125,15162.4580078125,15163.3408203125,15163.3408203125,5721794
2023-09-19 15:10:00-04:00,15163.078125,15166.669921875,15154.61328125,15159.2890625,15159.2890625,7728009
2023-09-19 15:15:00-04:00,15158.9091796875,15163.7998046875,15155.291015625,15161.6943359375,15161.6943359375,6893957
2023-09-19 15:20:00-04:00,15161.5439453125,15167.65234375,15157.59375,15164.0859375,15164.0859375,7554891
2023-09-19 15:25:00-04:00,15164.107421875,15179.77734375,15164.107421875,15176.4326171875,15176.4326171875,7811772
2023-09-19 15:30:00-04:00,15176.9892578125,15177.951171875,15169.544921875,15176.537109375,15176.537109375,8441757
2023-09-19 15:35:00-04:00,15176.4609375,15181.44140625,15170.9521484375,15177.4326171875,15177.4326171875,8453106
2023-09-19 15:40:00-04:00,15177.1435546875,15192.8056640625,15176.580078125,15191.890625,15191.890625,9722159
2023-09-19 15:45:00-04:00,15193.705078125,15201.1396484375,15193.705078125,15197.203125,15197.203125,11222934
2023-09-19 15:50:00-04:00,15199.474609375,15199.7119140625,15188.294921875,15190.3525390625,15190.3525390625,22310453
2023-09-19 15:55:00-04:00,15188.74609375,15198.2265625,15186.0517578125,15190.380859375,15190.380859375,25915651
2023-09-20 09:30:00-04:00,15225.9052734375,15225.9052734375,15194.7294921875,15204.7412109375,15204.7412109375,0
2023-09-20 09:35:00-04:00,15203.8818359375,15224.947265625,15203.8818359375,15222.576171875,15222.576171875,14876274
2023-09-20 09:40:00-04:00,15225.42578125,15240.236328125,15224.8359375,15232.197265625,15232.197265625,14120818
2023-09-20 09:45:00-04:00,15230.306640625,15241.646484375,15226.9287109375,15226.9287109375,15226.9287109375,12711747
2023-09-20 09:50:00-04:00,15228.9296875,15239.205078125,15221.2294921875,15235.89453125,15235.89453125,11143842
2023-09-20 09:55:00-04:00,15236.4521484375,15244.05859375,15223.9521484375,15227.912109375,15227.912109375,10149644
